score,Species,Country of Origin,Altitude (m),Variety,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points,Moisture (%),Color,altitude_group
83.08,Arabica,United States (Hawaii),,Hawaiian Kona,Natural / Dry,7.67,7.58,7.5,7.67,7.92,8.0,9.33,9.33,10.0,8.08,83.08,0.0,,
83.08,Arabica,United States (Hawaii),,Hawaiian Kona,Washed / Wet,7.33,7.58,7.58,7.92,7.67,7.58,10.0,10.0,10.0,7.42,83.08,0.12,Green,
83.08,Arabica,Colombia,1775.0,Caturra,,7.33,7.33,7.33,7.58,7.25,8.08,10.0,10.0,10.0,8.17,83.08,0.01,,High
83.08,Arabica,Colombia,1880.0,,,7.83,7.75,7.33,7.25,7.42,7.92,10.0,10.0,10.0,7.58,83.08,0.08,,High
83.08,Arabica,Indonesia,1350.0,,,7.67,7.58,7.5,7.58,7.67,7.58,10.0,10.0,10.0,7.5,83.08,0.0,,Medium
83.08,Arabica,Guatemala,,,,7.92,7.67,7.67,7.25,7.83,7.67,9.33,10.0,10.0,7.75,83.08,0.02,,
83.0,Arabica,Brazil,890.0,Bourbon,Natural / Dry,7.58,7.5,7.5,7.75,7.67,7.5,10.0,10.0,10.0,7.5,83.00,0.0,Green,Low
83.0,Arabica,Brazil,894.0,Bourbon,Natural / Dry,7.5,7.58,7.58,7.67,7.58,7.5,10.0,10.0,10.0,7.58,83.00,0.11,Green,Low
83.0,Arabica,Brazil,872.0,Bourbon,Natural / Dry,7.5,7.67,7.58,7.67,7.58,7.42,10.0,10.0,10.0,7.58,83.00,0.11,Bluish-Green,Low
83.0,Arabica,Uganda,1473.0,Bourbon,Washed / Wet,7.67,7.58,7.42,7.42,7.83,7.5,10.0,10.0,10.0,7.58,83.00,0.12,Green,Medium
83.0,Arabica,Uganda,1645.0,Bourbon,Natural / Dry,7.67,7.67,7.5,7.58,7.42,7.5,10.0,10.0,10.0,7.67,83.00,0.12,Green,High
83.0,Arabica,Colombia,442.0,,,7.67,7.67,7.33,7.67,7.5,7.58,10.0,10.0,10.0,7.58,83.00,0.11,Green,Low
83.0,Arabica,Vietnam,1550.0,Caturra,Other,7.75,7.67,7.58,7.58,7.42,7.67,9.33,10.0,10.0,8.0,83.00,0.0,Green,Medium
83.0,Arabica,Guatemala,1550.0,Catuai,Washed / Wet,7.67,7.75,7.33,7.92,7.42,7.5,10.0,10.0,10.0,7.42,83.00,0.11,Green,Medium
83.0,Arabica,Guatemala,4500.0,Catuai,Washed / Wet,7.75,7.67,7.33,7.75,7.5,7.42,10.0,10.0,10.0,7.58,83.00,0.11,Green,
83.0,Arabica,Guatemala,1500.0,Bourbon,Washed / Wet,7.83,7.67,7.25,7.67,7.75,7.5,10.0,10.0,10.0,7.33,83.00,0.11,Green,Medium
83.0,Arabica,Brazil,1000.0,Catuai,Natural / Dry,7.67,7.67,7.67,7.5,7.42,7.5,10.0,10.0,10.0,7.58,83.00,0.0,Green,Low
83.0,Arabica,Taiwan,1200.0,Typica,Washed / Wet,7.92,7.92,7.83,7.58,7.33,7.25,10.0,10.0,10.0,7.17,83.00,0.08,Green,Low
83.0,Arabica,Uganda,1800.0,SL14,Washed / Wet,7.83,7.58,7.5,7.5,7.58,7.5,10.0,10.0,10.0,7.5,83.00,0.12,Green,High
83.0,Arabica,United States (Puerto Rico),2800.0,Other,Washed / Wet,7.67,7.5,7.67,7.83,7.75,7.83,10.0,10.0,9.33,7.42,83.00,0.0,Bluish-Green,Very High
83.0,Arabica,Guatemala,1500.0,Bourbon,Washed / Wet,7.67,7.67,7.42,7.83,7.5,7.5,10.0,10.0,10.0,7.42,83.00,0.1,Green,Medium
83.0,Arabica,Costa Rica,1200.0,Catuai,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,10.0,7.67,83.00,0.11,Green,Low
83.0,Arabica,Brazil,1250.0,Yellow Bourbon,Semi-washed / Semi-pulped,7.75,7.58,7.42,7.67,7.42,7.67,10.0,10.0,10.0,7.5,83.00,0.12,Bluish-Green,Medium
83.0,Arabica,Colombia,1775.0,Caturra,Washed / Wet,7.75,7.42,7.33,7.5,7.58,7.17,10.0,10.0,10.0,8.25,83.00,0.11,Green,High
83.0,Arabica,Colombia,1750.0,Caturra,Washed / Wet,7.83,7.5,7.58,7.33,7.5,7.67,10.0,10.0,10.0,7.58,83.00,0.0,Green,High
83.0,Arabica,Colombia,1000.0,Caturra,Natural / Dry,7.33,7.67,7.75,7.42,7.75,7.58,10.0,10.0,10.0,7.5,83.00,0.11,Green,Low
83.0,Arabica,Colombia,1000.0,Caturra,Natural / Dry,7.58,7.75,7.42,7.67,7.58,7.42,10.0,10.0,10.0,7.58,83.00,0.0,Green,Low
83.0,Arabica,Colombia,1775.0,Caturra,Washed / Wet,7.5,7.5,7.42,7.58,7.75,7.58,10.0,10.0,10.0,7.67,83.00,0.11,Green,High
83.0,Arabica,Mexico,750.0,Typica,Washed / Wet,7.67,7.58,7.42,7.5,7.67,7.58,10.0,10.0,10.0,7.58,83.00,0.11,Green,Low
83.0,Arabica,Mexico,1200.0,Typica,Semi-washed / Semi-pulped,7.67,7.83,7.5,7.58,7.58,7.67,9.33,10.0,10.0,7.83,83.00,0.11,Green,Low
83.0,Arabica,Mexico,1200.0,Bourbon,Washed / Wet,7.5,7.67,7.5,7.5,7.58,7.58,10.0,10.0,10.0,7.67,83.00,0.11,Green,Low
83.0,Arabica,Colombia,,Arusha,Natural / Dry,7.67,7.58,7.5,7.5,7.75,7.5,10.0,10.0,10.0,7.5,83.00,0.0,,
83.0,Arabica,Colombia,1625.0,Caturra,Washed / Wet,7.75,7.58,7.5,7.67,7.83,7.75,9.33,10.0,10.0,7.58,83.00,0.0,Green,High
83.0,Arabica,Colombia,1750.0,Caturra,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.42,10.0,10.0,10.0,7.5,83.00,0.11,Green,High
83.0,Arabica,Guatemala,4500.0,Bourbon,Washed / Wet,7.5,7.67,7.5,7.67,7.5,7.83,10.0,10.0,10.0,7.33,83.00,0.1,Green,
83.0,Arabica,Colombia,1775.0,Caturra,Washed / Wet,7.67,7.67,7.58,7.5,7.67,7.42,10.0,10.0,10.0,7.5,83.00,0.12,Bluish-Green,High
83.0,Arabica,Thailand,,,,7.33,7.67,7.58,7.5,7.75,7.67,10.0,10.0,10.0,7.5,83.00,0.28,,
83.0,Arabica,Colombia,1450.0,,,7.33,7.67,7.58,7.33,7.58,7.92,10.0,10.0,10.0,7.58,83.00,0.08,,Medium
83.0,Arabica,United States (Hawaii),,,,7.83,7.83,7.67,7.83,7.92,7.83,9.33,9.33,9.33,8.08,83.00,0.0,,
83.0,Arabica,United States (Hawaii),,,,7.5,7.58,7.42,7.58,7.58,7.67,10.0,10.0,10.0,7.67,83.00,0.0,,
83.0,Arabica,Colombia,1800.0,,,7.5,7.58,7.67,7.67,7.58,7.58,10.0,10.0,10.0,7.42,83.00,0.06,,High
83.0,Arabica,Nicaragua,,Caturra,,7.58,7.83,7.75,7.92,7.92,8.08,9.33,9.33,9.33,7.92,83.00,0.07,,
83.0,Arabica,Thailand,,,,7.5,7.25,7.42,7.75,8.17,7.5,10.0,10.0,10.0,7.42,83.00,0.0,,
82.92,Arabica,Brazil,890.0,Bourbon,Natural / Dry,7.67,7.58,7.5,7.58,7.58,7.5,10.0,10.0,10.0,7.5,82.92,0.0,Green,Low
82.92,Arabica,El Salvador,1350.0,Bourbon,Washed / Wet,7.5,7.5,7.75,7.58,7.92,7.83,10.0,10.0,9.33,7.5,82.92,0.0,Green,Medium
82.92,Arabica,Colombia,1500.0,Caturra,Washed / Wet,7.58,7.67,7.5,7.33,7.67,7.58,10.0,10.0,10.0,7.58,82.92,0.11,Green,Medium
82.92,Arabica,Taiwan,350.0,Caturra,Natural / Dry,7.17,7.83,7.25,7.67,7.67,7.58,10.0,10.0,10.0,7.75,82.92,0.09,Green,Low
82.92,Arabica,Ethiopia,2000.0,Ethiopian Heirlooms,Washed / Wet,7.58,7.58,7.5,7.5,7.58,7.58,10.0,10.0,10.0,7.58,82.92,0.0,Bluish-Green,High
82.92,Arabica,Taiwan,775.0,Typica,Natural / Dry,7.5,7.58,7.67,7.33,7.5,7.75,10.0,10.0,10.0,7.58,82.92,0.0,Green,Low
82.92,Arabica,Philippines,100.5,Other,Washed / Wet,7.58,7.58,7.67,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.92,0.11,Blue-Green,Low
82.92,Arabica,Philippines,300.5,Other,Washed / Wet,8.08,7.5,7.67,7.42,7.33,7.5,10.0,10.0,10.0,7.42,82.92,0.0,Bluish-Green,Low
82.92,Arabica,Mexico,1059.0,Typica,Natural / Dry,7.83,7.67,7.25,7.58,7.5,7.5,10.0,10.0,10.0,7.58,82.92,0.13,Blue-Green,Low
82.92,Arabica,Mexico,150.5,Bourbon,Washed / Wet,7.75,7.67,7.42,7.42,7.75,7.5,10.0,10.0,10.0,7.42,82.92,0.12,Bluish-Green,Low
82.92,Arabica,Brazil,11000.0,Moka Peaberry,Semi-washed / Semi-pulped,7.08,7.5,7.5,7.83,7.75,7.67,10.0,10.0,10.0,7.58,82.92,0.11,Green,
82.92,Arabica,Uganda,1650.0,SL14,Washed / Wet,8.0,7.5,7.5,7.58,7.33,7.42,10.0,10.0,10.0,7.58,82.92,0.12,Green,High
82.92,Arabica,Uganda,1400.0,SL14,Washed / Wet,7.75,7.58,7.58,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.92,0.12,Green,Medium
82.92,Arabica,Guatemala,1500.0,Bourbon,Washed / Wet,7.75,7.5,7.42,7.58,7.67,7.5,10.0,10.0,10.0,7.5,82.92,0.1,Green,Medium
82.92,Arabica,Guatemala,1500.0,Caturra,Natural / Dry,7.67,7.83,7.42,7.5,7.33,7.5,10.0,10.0,10.0,7.67,82.92,0.1,Green,Medium
82.92,Arabica,Guatemala,,,Washed / Wet,7.58,7.58,7.25,7.58,7.58,7.58,10.0,10.0,10.0,7.75,82.92,0.1,Green,
82.92,Arabica,Colombia,1900.0,Caturra,Washed / Wet,7.58,7.5,7.75,7.33,7.58,7.58,10.0,10.0,10.0,7.58,82.92,0.11,Green,High
82.92,Arabica,Colombia,1750.0,Caturra,Natural / Dry,7.75,7.5,7.25,7.5,7.75,7.5,10.0,10.0,10.0,7.67,82.92,0.0,Bluish-Green,High
82.92,Arabica,Guatemala,5600.0,Bourbon,Washed / Wet,7.83,7.75,7.25,7.92,7.5,7.17,10.0,10.0,10.0,7.5,82.92,0.11,Green,
82.92,Arabica,Colombia,1450.0,Other,Washed / Wet,7.83,7.67,7.42,7.42,7.5,7.58,10.0,10.0,10.0,7.5,82.92,0.11,Green,Medium
82.92,Arabica,Mexico,1248.0,Typica,Natural / Dry,7.58,7.58,7.33,7.25,7.58,7.75,10.0,10.0,10.0,7.83,82.92,0.1,Green,Medium
82.92,Arabica,Vietnam,1040.0,Other,Natural / Dry,7.67,7.33,7.17,7.58,8.08,7.42,10.0,10.0,10.0,7.67,82.92,0.0,,Low
82.92,Arabica,Mexico,1400.0,Typica,Washed / Wet,8.0,7.92,7.67,7.17,7.67,7.42,9.33,10.0,10.0,7.75,82.92,0.14,Green,Medium
82.92,Arabica,United States (Hawaii),,Hawaiian Kona,Washed / Wet,7.5,7.5,7.5,7.42,7.67,7.83,10.0,10.0,10.0,7.5,82.92,0.1,Green,
82.92,Arabica,Colombia,1450.0,,,7.5,7.75,7.33,7.75,7.08,7.83,10.0,10.0,10.0,7.67,82.92,0.15,,Medium
82.92,Arabica,Thailand,,,,7.42,7.58,7.5,7.17,7.5,8.0,10.0,10.0,10.0,7.75,82.92,0.0,,
82.83,Arabica,Kenya,1754.0,SL28,Washed / Wet,7.75,7.58,7.42,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.83,0.1,Green,High
82.83,Arabica,Guatemala,1700.0,Bourbon,Washed / Wet,7.5,7.58,7.33,7.67,7.58,7.58,10.0,10.0,10.0,7.58,82.83,0.11,Green,High
82.83,Arabica,Brazil,905.0,Yellow Bourbon,Pulped natural / honey,7.67,7.58,7.58,7.5,7.5,7.42,10.0,10.0,10.0,7.58,82.83,0.11,Bluish-Green,Low
82.83,Arabica,El Salvador,1250.0,Pacas,Washed / Wet,7.33,7.67,7.67,7.83,7.33,7.67,10.0,10.0,10.0,7.33,82.83,0.0,Green,Medium
82.83,Arabica,Rwanda,1900.0,Bourbon,Washed / Wet,7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,9.33,8.0,82.83,0.11,Bluish-Green,High
82.83,Arabica,Vietnam,1040.0,Other,Other,7.25,7.58,7.5,7.42,7.75,7.42,10.0,10.0,10.0,7.92,82.83,0.11,Green,Low
82.83,Arabica,Guatemala,4000.0,Bourbon,Washed / Wet,7.58,7.58,7.33,7.67,7.67,7.5,10.0,10.0,10.0,7.5,82.83,0.11,Green,
82.83,Arabica,Brazil,900.0,Catuai,Natural / Dry,7.58,7.83,7.33,7.67,7.42,7.33,10.0,10.0,10.0,7.67,82.83,0.12,Green,Low
82.83,Arabica,Colombia,1600.0,Other,Washed / Wet,7.83,7.67,7.5,7.58,7.5,7.67,10.0,10.0,10.0,7.08,82.83,0.0,,Medium
82.83,Arabica,United States,1200.0,Other,Other,7.42,7.58,7.25,7.5,7.75,7.75,10.0,10.0,10.0,7.58,82.83,0.0,,Low
82.83,Arabica,Guatemala,1500.0,Bourbon,Washed / Wet,7.67,7.67,7.75,7.67,7.42,7.17,10.0,10.0,10.0,7.5,82.83,0.1,Green,Medium
82.83,Arabica,Colombia,1800.0,Typica,Natural / Dry,7.5,7.42,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.67,82.83,0.0,Green,High
82.83,Arabica,Colombia,1775.0,Caturra,Washed / Wet,7.83,7.5,7.5,7.42,7.5,7.5,10.0,10.0,10.0,7.58,82.83,0.11,Green,High
82.83,Arabica,"Tanzania, United Republic Of",200.5,Arusha,Washed / Wet,7.67,7.5,7.33,7.25,7.58,7.75,10.0,10.0,10.0,7.75,82.83,0.11,Green,Low
82.83,Arabica,Mexico,1550.0,Caturra,Washed / Wet,7.58,7.67,7.5,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.83,0.12,Green,Medium
82.83,Arabica,Mexico,1250.0,Bourbon,Washed / Wet,7.67,7.58,7.42,7.75,7.42,7.42,10.0,10.0,10.0,7.58,82.83,0.12,Blue-Green,Medium
82.83,Arabica,Guatemala,4300.0,Bourbon,Washed / Wet,7.67,7.67,7.33,7.5,7.33,7.92,10.0,10.0,10.0,7.42,82.83,0.11,Green,
82.83,Arabica,Mexico,1380.0,Typica,Washed / Wet,7.58,7.58,7.5,7.42,7.67,7.58,10.0,10.0,10.0,7.5,82.83,0.11,,Medium
82.83,Arabica,El Salvador,1200.0,,,7.75,7.58,7.75,7.75,7.25,7.5,10.0,10.0,10.0,7.25,82.83,0.0,,Low
82.75,Arabica,Guatemala,1100.0,Caturra,Washed / Wet,7.5,7.58,7.42,7.67,7.58,7.5,10.0,10.0,10.0,7.5,82.75,0.1,Green,Low
82.75,Arabica,Guatemala,1800.0,Caturra,Washed / Wet,7.58,7.67,7.5,7.58,7.5,7.42,10.0,10.0,10.0,7.5,82.75,0.11,Green,High
82.75,Arabica,Guatemala,1700.0,Bourbon,Washed / Wet,7.5,7.67,7.17,7.67,7.67,7.58,10.0,10.0,10.0,7.5,82.75,0.11,Green,High
82.75,Arabica,Guatemala,4000.0,Bourbon,Washed / Wet,7.5,7.5,7.42,7.58,7.67,7.5,10.0,10.0,10.0,7.58,82.75,0.1,Green,
82.75,Arabica,Guatemala,4000.0,Bourbon,Washed / Wet,7.42,7.58,7.42,7.67,7.5,7.5,10.0,10.0,10.0,7.67,82.75,0.1,Green,
82.75,Arabica,Indonesia,1500.0,Sulawesi,Other,7.5,7.58,7.42,7.58,7.58,7.5,10.0,10.0,10.0,7.58,82.75,0.12,Blue-Green,Medium
82.75,Arabica,Guatemala,518.0,Bourbon,Washed / Wet,7.58,7.58,7.33,7.58,7.33,7.67,10.0,10.0,10.0,7.67,82.75,0.12,Green,Low
82.75,Arabica,Taiwan,650.0,Yellow Bourbon,Natural / Dry,7.83,7.67,7.33,7.67,7.58,7.67,9.33,10.0,10.0,7.67,82.75,0.0,Green,Low
82.75,Arabica,El Salvador,1250.0,Bourbon,Washed / Wet,7.67,7.67,7.17,7.33,7.58,7.67,10.0,10.0,10.0,7.67,82.75,0.0,,Medium
82.75,Arabica,Costa Rica,1850.0,Caturra,Washed / Wet,7.58,7.5,7.42,7.67,7.42,7.5,10.0,10.0,10.0,7.67,82.75,0.09,Bluish-Green,High
82.75,Arabica,Honduras,1400.0,Caturra,Natural / Dry,7.58,7.5,7.42,7.58,7.5,7.5,10.0,10.0,10.0,7.67,82.75,0.09,Green,Medium
82.75,Arabica,Brazil,905.0,Yellow Bourbon,Pulped natural / honey,7.5,7.5,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.5,82.75,0.11,Bluish-Green,Low
82.75,Arabica,China,1100.0,Catimor,Natural / Dry,7.67,7.5,7.33,7.33,7.67,7.67,10.0,10.0,10.0,7.58,82.75,0.1,Green,Low
82.75,Arabica,China,1500.0,Catimor,Washed / Wet,7.5,7.67,7.42,7.67,7.5,7.5,10.0,10.0,10.0,7.5,82.75,0.11,Green,Medium
82.75,Arabica,Colombia,1775.0,Caturra,Washed / Wet,7.5,7.58,7.58,7.75,7.33,7.5,10.0,10.0,10.0,7.5,82.75,0.0,Blue-Green,High
82.75,Arabica,Malawi,1442.0,Gesha,Washed / Wet,7.75,7.58,7.42,7.5,7.33,7.5,10.0,10.0,10.0,7.67,82.75,0.12,Bluish-Green,Medium
82.75,Arabica,Guatemala,5000.0,Pacas,Washed / Wet,7.75,7.42,7.25,7.75,7.5,7.67,10.0,10.0,10.0,7.42,82.75,0.13,Green,
82.75,Arabica,Colombia,1650.0,Typica,Washed / Wet,7.67,7.42,7.42,7.58,7.33,7.67,10.0,10.0,10.0,7.67,82.75,0.12,Green,High
82.75,Arabica,United States (Hawaii),,Hawaiian Kona,Natural / Dry,7.67,7.58,7.42,7.83,7.33,7.5,10.0,10.0,10.0,7.42,82.75,0.1,Blue-Green,
82.75,Arabica,United States (Hawaii),,Hawaiian Kona,Natural / Dry,7.58,7.83,7.75,7.75,7.42,8.0,9.33,9.33,10.0,7.75,82.75,0.1,Green,
82.75,Arabica,Colombia,1300.0,Caturra,Washed / Wet,7.58,7.33,7.17,7.33,7.25,8.58,10.0,10.0,10.0,7.5,82.75,0.1,Green,Medium
82.75,Arabica,Mexico,1550.0,Typica,Washed / Wet,7.58,7.58,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.58,82.75,0.12,Green,Medium
82.75,Arabica,Mexico,1200.0,Typica,Washed / Wet,7.58,7.58,7.33,7.75,7.25,7.58,10.0,10.0,10.0,7.67,82.75,0.12,,Low
82.75,Arabica,Mexico,1200.0,Typica,Natural / Dry,8.08,8.17,8.0,8.0,7.83,7.92,6.67,10.0,10.0,8.08,82.75,0.12,,Low
82.75,Arabica,Colombia,1625.0,Caturra,Washed / Wet,7.5,7.58,7.42,7.67,7.5,7.58,10.0,10.0,10.0,7.5,82.75,0.0,Blue-Green,High
82.75,Arabica,Colombia,1775.0,Caturra,Washed / Wet,7.67,7.58,7.58,7.58,7.5,7.42,10.0,10.0,10.0,7.42,82.75,0.11,Green,High
82.75,Arabica,United States (Hawaii),,Hawaiian Kona,Washed / Wet,7.25,7.75,7.5,7.83,7.67,7.67,9.33,10.0,10.0,7.75,82.75,0.12,Green,
82.75,Arabica,Panama,1100.0,Catuai,Washed / Wet,7.42,7.42,7.5,7.58,7.5,7.75,10.0,10.0,10.0,7.58,82.75,0.0,Green,Low
82.75,Arabica,United States (Hawaii),,,,7.75,7.67,7.5,7.83,7.17,7.42,10.0,10.0,10.0,7.42,82.75,0.0,,
82.67,Arabica,Brazil,890.0,Bourbon,Natural / Dry,7.5,7.58,7.25,7.75,7.58,7.5,10.0,10.0,10.0,7.5,82.67,0.0,Green,Low
82.67,Arabica,Brazil,934.0,Bourbon,Natural / Dry,7.5,7.58,7.5,7.67,7.5,7.42,10.0,10.0,10.0,7.5,82.67,0.11,Bluish-Green,Low
82.67,Arabica,Laos,1300.0,Catimor,Washed / Wet,7.67,7.67,7.42,7.42,7.42,7.5,10.0,10.0,10.0,7.58,82.67,0.13,Bluish-Green,Medium
82.67,Arabica,El Salvador,1200.0,Pacas,Washed / Wet,7.67,7.67,7.67,7.67,7.5,7.67,10.0,10.0,9.33,7.5,82.67,0.0,Green,Low
82.67,Arabica,Mexico,1300.0,,,7.5,7.67,7.42,7.75,7.42,7.17,10.0,10.0,10.0,7.75,82.67,0.11,Green,Medium
82.67,Arabica,Colombia,,,Washed / Wet,7.75,7.5,7.33,7.58,7.33,7.75,10.0,10.0,10.0,7.42,82.67,0.0,Green,
82.67,Arabica,Brazil,1000.0,Yellow Bourbon,Natural / Dry,7.58,7.5,7.42,7.67,7.5,7.5,10.0,10.0,10.0,7.5,82.67,0.0,Green,Low
82.67,Arabica,Brazil,,Catuai,Natural / Dry,7.33,7.5,7.58,7.58,7.67,7.5,10.0,10.0,10.0,7.5,82.67,0.12,,
82.67,Arabica,"Tanzania, United Republic Of",1700.0,Other,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.58,10.0,10.0,10.0,7.58,82.67,0.12,Green,High
82.67,Arabica,"Tanzania, United Republic Of",1550.0,Bourbon,Washed / Wet,7.58,7.5,7.5,7.58,7.33,7.58,10.0,10.0,10.0,7.58,82.67,0.12,Green,Medium
82.67,Arabica,Taiwan,1200.0,Typica,Washed / Wet,8.0,7.83,7.83,7.42,7.25,7.25,10.0,10.0,10.0,7.08,82.67,0.08,Green,Low
82.67,Arabica,Mexico,1296.0,Typica,Natural / Dry,7.67,7.58,7.42,7.5,7.42,7.5,10.0,10.0,10.0,7.58,82.67,0.11,Green,Medium
82.67,Arabica,Uganda,1650.0,SL14,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.5,10.0,10.0,10.0,7.5,82.67,0.12,Green,High
82.67,Arabica,Taiwan,1240.0,Typica,Washed / Wet,7.67,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.67,0.11,Green,Medium
82.67,Arabica,Thailand,1500.0,Caturra,Washed / Wet,7.42,7.5,7.5,7.67,7.58,7.5,10.0,10.0,10.0,7.5,82.67,0.11,Bluish-Green,Medium
82.67,Arabica,Colombia,1800.0,Caturra,Washed / Wet,7.75,7.58,7.67,7.25,7.58,7.42,10.0,10.0,10.0,7.42,82.67,0.11,Bluish-Green,High
82.67,Arabica,El Salvador,,Other,Washed / Wet,7.92,8.0,7.5,6.75,7.92,7.58,10.0,10.0,9.33,7.67,82.67,0.0,,
82.67,Arabica,Guatemala,1500.0,Caturra,Washed / Wet,7.67,7.67,7.17,7.67,7.5,7.5,10.0,10.0,10.0,7.5,82.67,0.11,Green,Medium
82.67,Arabica,Thailand,,Other,Washed / Wet,7.83,7.33,7.83,7.33,7.58,7.83,10.0,10.0,9.33,7.58,82.67,0.12,Bluish-Green,
82.67,Arabica,Mexico,1100.0,Other,Washed / Wet,7.58,7.58,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.58,82.67,0.11,,Low
82.67,Arabica,Mexico,950.0,Typica,Washed / Wet,7.5,7.58,7.58,7.58,7.42,7.42,10.0,10.0,10.0,7.58,82.67,0.12,,Low
82.67,Arabica,Colombia,,,,7.33,7.58,7.42,7.42,7.67,7.67,10.0,10.0,10.0,7.58,82.67,0.11,Green,
82.67,Arabica,United States (Hawaii),,,,7.83,7.67,7.5,7.67,7.5,7.58,10.0,10.0,9.33,7.58,82.67,0.03,,
82.67,Arabica,Mexico,1400.0,Blue Mountain,,7.75,7.58,7.25,7.75,7.67,7.58,10.0,10.0,10.0,7.08,82.67,0.0,,Medium
82.67,Arabica,Colombia,1800.0,,,8.08,7.67,7.67,7.33,7.33,7.17,10.0,10.0,10.0,7.42,82.67,0.08,,High
82.67,Arabica,Colombia,,,,7.5,7.42,7.33,7.33,7.67,7.83,10.0,10.0,10.0,7.58,82.67,0.21,,
82.58,Arabica,Guatemala,4000.0,Bourbon,Washed / Wet,7.5,7.42,7.42,7.75,7.5,7.5,10.0,10.0,10.0,7.5,82.58,0.1,Green,
82.58,Arabica,Taiwan,1050.0,Typica,Pulped natural / honey,7.67,7.42,7.5,7.42,7.58,7.5,10.0,10.0,10.0,7.5,82.58,0.11,Green,Low
82.58,Arabica,Brazil,,,Pulped natural / honey,7.5,7.58,7.42,7.5,7.75,7.33,10.0,10.0,10.0,7.5,82.58,0.11,Green,
82.58,Arabica,Taiwan,200.0,,,7.25,7.25,7.0,7.08,7.0,7.0,10.0,10.0,10.0,10.0,82.58,0.11,Blue-Green,Low
82.58,Arabica,Brazil,,,,7.42,7.42,7.5,7.33,7.25,7.67,10.0,10.0,10.0,8.0,82.58,0.0,Green,
82.58,Arabica,Indonesia,1250.0,Typica,Semi-washed / Semi-pulped,7.83,7.58,7.42,7.33,7.42,7.5,10.0,10.0,10.0,7.5,82.58,0.13,Blue-Green,Medium
82.58,Arabica,Thailand,800.0,,Washed / Wet,7.75,7.33,7.42,7.67,7.42,7.5,10.0,10.0,10.0,7.5,82.58,0.12,Green,Low
82.58,Arabica,Thailand,,Caturra,Washed / Wet,7.42,7.58,7.58,7.42,7.58,7.5,10.0,10.0,10.0,7.5,82.58,0.12,Blue-Green,
82.58,Arabica,"Tanzania, United Republic Of",1317.0,Other,Washed / Wet,7.75,7.42,7.33,7.5,7.58,7.5,10.0,10.0,10.0,7.5,82.58,0.12,,Medium
82.58,Arabica,Uganda,1650.0,SL14,Natural / Dry,7.83,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,7.42,82.58,0.12,Green,High
82.58,Arabica,Costa Rica,1300.0,Catuai,Washed / Wet,7.67,7.42,7.5,7.67,7.0,7.75,10.0,10.0,10.0,7.58,82.58,0.11,Green,Medium
82.58,Arabica,Mexico,,,Washed / Wet,7.58,7.58,7.42,7.75,7.67,7.67,9.33,10.0,10.0,7.58,82.58,0.0,Green,
82.58,Arabica,Guatemala,,,Natural / Dry,7.5,7.58,7.42,7.58,7.42,7.58,10.0,10.0,10.0,7.5,82.58,0.0,Blue-Green,
82.58,Arabica,Colombia,1750.0,Caturra,Washed / Wet,7.75,7.25,7.33,7.42,7.5,7.83,10.0,10.0,10.0,7.5,82.58,0.11,Blue-Green,High
82.58,Arabica,Colombia,1750.0,Caturra,Washed / Wet,7.75,7.5,7.75,7.25,7.33,7.58,10.0,10.0,10.0,7.42,82.58,0.11,,High
82.58,Arabica,Colombia,1750.0,Caturra,Washed / Wet,7.58,7.5,7.42,7.58,7.67,7.42,10.0,10.0,10.0,7.42,82.58,0.11,Green,High
82.58,Arabica,Mexico,1250.0,Typica,Washed / Wet,7.5,7.58,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.58,82.58,0.1,Green,Medium
82.58,Arabica,Mexico,1150.0,Typica,Washed / Wet,7.67,7.58,7.58,7.75,7.67,6.83,10.0,10.0,10.0,7.5,82.58,0.12,Green,Low
82.58,Arabica,Colombia,1775.0,Caturra,Washed / Wet,7.33,7.42,7.58,7.42,7.67,7.5,10.0,10.0,10.0,7.67,82.58,0.11,Green,High
82.58,Arabica,Brazil,975.0,Mundo Novo,,7.58,7.5,7.33,7.75,7.5,7.5,10.0,10.0,10.0,7.42,82.58,0.0,,Low
82.5,Arabica,Brazil,890.0,Bourbon,Natural / Dry,7.5,7.5,7.5,7.5,7.58,7.5,10.0,10.0,10.0,7.42,82.50,0.11,Green,Low
